id,Domain,Phylum,Class,Order,Family,Genus,Species
AY991761.1.1341,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Rikenellaceae, Rikenellaceae RC9 gut group, uncultured bacterium
AY992179.1.1262,Bacteria, Firmicutes, Erysipelotrichia, Erysipelotrichales, Erysipelotrichaceae, Turicibacter, uncultured bacterium
AY992485.1.1342,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
AY992548.1.1328,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Odoribacter, Ambiguous_taxa
CAIC01015143.682.2534,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Musa acuminata subsp. malaccensis, Musa acuminata subsp. malaccensis
CP003211.2321716.2323228,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Ambiguous_taxa
HM248362.1.1348,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, uncultured bacterium
CU918620.1.1308,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales Incertae Sedis, Phreatobacter, uncultured bacterium
CU918814.2.1305,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, uncultured bacterium
CU918822.1.1313,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodovulum, uncultured bacterium
CU918960.1.1307,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Amaricoccus, uncultured bacterium
CU919052.2.1311,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bosea, uncultured bacterium
HJ352581.1.1346,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, uncultured, Ambiguous_taxa
CU924477.1.1395,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Holosporaceae, uncultured, Ambiguous_taxa
CU926110.1.1340,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Gordonia, Ambiguous_taxa
HM274408.1.1348,Bacteria, Firmicutes, Clostridia, Clostridiales, Family XI, Anaerococcus, uncultured bacterium
HM306316.1.1364,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Rosenbergiella, Ambiguous_taxa
CU927611.1.1311,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bosea, Ambiguous_taxa
CVRH01000027.162.1399,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Raoultella, Raoultella ornithinolytica B6
HM809804.1.1348,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Anaerotruncus, uncultured bacterium
HM811388.1.1350,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillibacter, uncultured bacterium
HM812551.1.1353,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
HM813120.1.1352,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, uncultured, uncultured bacterium
HM814504.1.1367,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
HM824122.1.1344,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
HM824762.1.1353,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
HM824863.1.1344,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae UCG-014, uncultured bacterium
HM836398.1.1343,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae UCG-014, Ambiguous_taxa
DQ014744.1.1338,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium, uncultured bacterium
DQ014902.1.1332,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ambiguous_taxa, uncultured bacterium
DQ014985.1.1345,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, uncultured, uncultured bacterium
DQ015168.1.1328,Bacteria, Firmicutes, Erysipelotrichia, Erysipelotrichales, Erysipelotrichaceae, Turicibacter, uncultured bacterium
DQ015184.1.1340,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium 9, uncultured bacterium
DQ057453.1.1460,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus 2, Ambiguous_taxa
DQ113749.1.1437,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae 1, Clostridium sensu stricto 1, uncultured bacterium
JF072493.1.1354,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Azohydromonas, Ambiguous_taxa
JF130139.1.1362,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, uncultured bacterium
JF222080.1.1303,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, uncultured bacterium
JF222481.1.1361,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Ambiguous_taxa, uncultured bacterium
DQ202243.1.1305,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Ambiguous_taxa, Ambiguous_taxa
DQ223886.1.1449,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, Ambiguous_taxa
DQ230969.1.1444,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, Ambiguous_taxa
DQ243765.1.1323,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Nesterenkonia, Ambiguous_taxa
DQ243771.1.1317,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae UCG-008, Ambiguous_taxa
DQ256323.1.1496,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
DQ264496.1.1506,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, uncultured bacterium
DQ267700.1.1277,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella, Klebsiella sp. A1
DQ278909.1.1419,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Ambiguous_taxa
DQ295874.1.1433,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Paenarthrobacter, Ambiguous_taxa
JQ084409.1.1483,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
JQ084868.1.1493,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotellaceae UCG-001, uncultured bacterium
JQ183768.1.1342,Bacteria, Firmicutes, Clostridia, Clostridiales, Christensenellaceae, Christensenellaceae R-7 group, Ambiguous_taxa
DQ336992.1.1500,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Alkanindiges, Ambiguous_taxa
DQ347534.1.1320,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Microbacterium, Ambiguous_taxa
DQ413135.1.1413,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillales Incertae Sedis, Candidatus Alysiosphaera, uncultured bacterium
EU655709.1.1320,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes, uncultured bacterium
DQ448709.1.1392,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Kocuria, Ambiguous_taxa
DQ463199.1.1305,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, uncultured bacterium
DQ481482.1.1447,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas putida
HM808336.1.1351,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium, uncultured bacterium
DQ532230.1.1455,Bacteria, Cyanobacteria, Cyanobacteria, SubsectionIV, FamilyII, Calothrix, Ambiguous_taxa
DQ659229.1.1323,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acidocella, uncultured bacterium
DQ793544.1.1370,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Akkermansia, uncultured bacterium
DQ793646.1.1375,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae UCG-010, Ambiguous_taxa
DQ794098.1.1370,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, uncultured, uncultured bacterium
AB681074.1.1414,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Asaia, Ambiguous_taxa
APMN01000003.59242.60720,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsia, Ambiguous_taxa
DQ799333.1.1394,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, uncultured bacterium
DQ800216.1.1387,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, [Eubacterium] coprostanoligenes group, uncultured bacterium
LC076756.1.1461,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Tepidimonas, Ambiguous_taxa
LC094619.1.1435,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, 12up, Ambiguous_taxa
LN563962.1.1367,Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Cellvibrionaceae, Cellvibrio, uncultured bacterium
DQ803766.1.1369,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Akkermansia, uncultured bacterium
DQ805102.1.1370,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Akkermansia, uncultured bacterium
DQ805365.1.1391,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, uncultured, uncultured bacterium
AB159685.1.1449,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylocystaceae, Pleomorphomonas, Ambiguous_taxa
AB220126.1.1366,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Ambiguous_taxa
DQ815700.1.1461,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
DQ815745.1.1378,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae UCG-014, uncultured bacterium
DQ823971.1.1252,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Akkermansia, uncultured bacterium
DQ839498.1.1491,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Paucibacter, uncultured bacterium
DQ988309.1.1323,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bacteriovoracaceae, Bacteriovorax, Ambiguous_taxa
EF018603.1.1341,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, uncultured, uncultured proteobacterium
CEWL01000012.354261.355781,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea, Ambiguous_taxa
AB682444.1.1395,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rubellimicrobium, Ambiguous_taxa
HM326350.1.1304,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, Ambiguous_taxa
EF064168.1.1513,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Aquabacterium, Ambiguous_taxa
AB725658.1.1444,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, Ambiguous_taxa
AB727957.1.1445,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Nubsella, Ambiguous_taxa
EF079081.1.1501,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Paucibacter, uncultured bacterium
HM807977.1.1357,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
EF096135.1.1383,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
EF096202.1.1260,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium 6, uncultured bacterium
EF096376.1.1393,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
EF096498.1.1412,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF096522.1.1429,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, uncultured bacterium
EF096560.1.1389,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae UCG-008, uncultured bacterium
EF096569.1.1392,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
EF096695.1.1359,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Acetatifactor, uncultured bacterium
EF096708.1.1404,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
EF096736.1.1399,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
EF096794.1.1395,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
EF096849.1.1394,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae UCG-001, uncultured bacterium
EF096916.1.1401,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium 9, uncultured bacterium
EF096949.1.1405,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF096973.1.1392,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, uncultured, uncultured bacterium
EF096983.1.1408,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF096995.1.1406,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
EF097362.1.1294,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, uncultured, uncultured bacterium
EF097461.1.1346,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium 9, uncultured bacterium
EF097465.1.1393,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF097513.1.1390,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae UCG-014, uncultured bacterium
EF097622.1.1400,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium 9, uncultured bacterium
EF097828.1.1432,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, uncultured bacterium
EF097883.1.1409,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF097998.1.1389,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium, uncultured bacterium
EF098007.1.1382,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
EF098020.1.1401,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium, uncultured bacterium
EF098040.1.1402,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF098051.1.1401,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF098138.1.1395,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
EF098212.1.1399,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillibacter, uncultured bacterium
EF098225.1.1392,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
EF098372.1.1404,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium 9, uncultured bacterium
AB847934.1.1400,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Aquabacter, Ambiguous_taxa
EF098599.1.1359,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, [Eubacterium] oxidoreducens group, uncultured bacterium
AB854065.1.1358,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, Ambiguous_taxa
EF098863.1.1395,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
EF099162.1.1406,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF099674.1.1390,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
EF099789.1.1403,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF099963.1.1411,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium 5, uncultured bacterium
EF100002.1.1393,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium, uncultured bacterium
EF100052.1.1384,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae UCG-008, uncultured bacterium
AB934405.1.1365,Bacteria, Saccharibacteria, Unknown Class, Unknown Order, Unknown Family, Candidatus Saccharimonas, uncultured bacterium
ABIZ01000001.2578994.2580532,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Verrucomicrobium, Ambiguous_taxa
EF153301.1.1320,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, uncultured bacterium
EF175874.1.1441,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, Ambiguous_taxa
EF179841.1.1487,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
EF208921.1.1388,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Chryseobacterium, Ambiguous_taxa
EF406401.1.1501,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF406416.1.1499,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF406586.1.1504,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF406618.1.1501,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
EF406655.1.1500,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
EF406704.1.1499,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
EF406777.1.1501,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
AF423291.1.1411,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Ambiguous_taxa, Ambiguous_taxa
EF446900.1.1370,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae
EF451042.1.1496,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Ambiguous_taxa
EF451612.1.1270,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Pseudorhodoferax, uncultured bacterium
EF509843.1.1479,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
EF516927.1.1405,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, Ambiguous_taxa
EF542807.1.1427,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Ambiguous_taxa
EF551902.1.1210,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella, uncultured bacterium
GQ417429.1.1407,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Pseudochrobactrum, Ambiguous_taxa
EF603124.1.1476,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes, uncultured bacterium
EF603658.1.1479,Bacteria, Firmicutes, Clostridia, Clostridiales, Family XIII, Anaerovorax, uncultured bacterium
EF608528.1.1461,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, uncultured bacterium, uncultured bacterium
EF667914.1.1483,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, Ambiguous_taxa
EF672045.1.1458,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Ambiguous_taxa
EF674852.1.1479,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, Ambiguous_taxa
EF679184.1.1503,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Tolumonas, Ambiguous_taxa
EF679189.1.1505,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, uncultured Aeromonas sp.
EF679191.1.1559,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas, uncultured bacterium
AM950298.1.1390,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Ambiguous_taxa
EU029121.1.1418,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Hymenobacter, Ambiguous_taxa
AR705044.1.1324,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Cronobacter, Ambiguous_taxa
EU075114.1.1486,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia, Ambiguous_taxa
ATXU01000010.448.1954,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Leucobacter, Ambiguous_taxa
EU104087.1.1459,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Hydrogenophaga, Ambiguous_taxa
AUOS02000042.4647.6146,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Chryseolinea, Ambiguous_taxa
GQ004229.1.1339,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, uncultured bacterium
EU133187.1.1353,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, Acidimicrobiaceae, uncultured, uncultured bacterium
EU133480.1.1327,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, uncultured, uncultured bacterium
EU133611.1.1292,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, uncultured, uncultured bacterium
AY991088.1.1279,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Butyricicoccus, uncultured bacterium
AY992159.1.1287,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
AZDS01000008.2304.3859,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Ambiguous_taxa
EU135774.1.1207,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Gordonia, uncultured Gordonia sp.
EU234317.1.1491,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Nevskiaceae, Nevskia, uncultured bacterium
EU239106.1.1241,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Citrobacter, Ambiguous_taxa
EU259396.1.1498,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae UCG-010, Ambiguous_taxa
EU289518.1.1448,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, uncultured, uncultured bacterium
EU302862.1.1461,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
CP011271.2667866.2669352,Bacteria, Planctomycetes, Planctomycetacia, Planctomycetales, Planctomycetaceae, Gemmata, Ambiguous_taxa
EU375218.1.1231,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Williamsia, uncultured Williamsia sp.
CVNU01000004.25015.26525,Bacteria, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Ambiguous_taxa
EU382058.1.1476,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae UCG-005, Ambiguous_taxa
EU409846.1.1528,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
EU417656.1.1314,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Microbacterium, Ambiguous_taxa
EU434595.1.1446,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, Corynebacterium coyleae
EU445111.1.1259,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus 1, Ruminococcus flavefaciens
EU447185.1.1468,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Paraburkholderia, Ambiguous_taxa
HM808203.1.1331,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiales vadinBB60 group, uncultured bacterium, uncultured bacterium
EU451399.1.1380,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
EU451723.1.1392,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
EU451933.1.1386,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
EU451940.1.1377,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae UCG-008, uncultured bacterium
EU451981.1.1392,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
